plant_id_eia,generator_id,prime_mover_code,duct_burners,operating_date,topping_bottoming_code,solid_fuel_gasification,pulverized_coal_tech,fluidized_bed_tech,subcritical_tech,supercritical_tech,ultrasupercritical_tech,stoker_tech,other_combustion_tech,heat_bypass_recovery,rto_iso_lmp_node_id,rto_iso_location_wholesale_reporting_id,associated_combined_heat_power,original_planned_operating_date,operating_switch,previously_canceled
58557,GT1,CT,False,2003-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58556,1,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58555,95100,IC,False,2014-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58554,1,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58553,1,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58552,1,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58551,1,FC,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,un.congress13.8bpfc,un.congress13.8bpfc location 16738,False,,,False
58550,PV1,PV,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58549,1,PV,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58548,WTG4,WT,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58548,WTG3,WT,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58548,WTG2,WT,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58548,WTG1,WT,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58547,1,PV,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58546,GEN2,IC,False,2013-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58546,GEN1,IC,False,2013-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58545,1,PV,False,2014-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58544,1,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58543,1,PV,False,2011-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL20,PV,False,2013-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL19,PV,False,2014-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL18,PV,False,2014-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL17,PV,False,2013-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL16,PV,False,2013-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL15,PV,False,2014-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL14,PV,False,2014-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL13,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58542,DSL12,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58541,1,PV,False,2012-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58540,PV-1,PV,False,2013-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58539,1,PV,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58538,3,PV,False,2011-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58537,ASTRO,BA,False,2016-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58537,1,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58536,1,PV,False,2013-05-01,X,False,False,False,False,False,False,False,False,False,123901503,123901503,False,,,False
58535,1,PV,False,2012-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58534,1,PV,False,2012-04-01,X,,False,False,False,False,False,False,False,False,iso-ne - wcma,iso-ne - wcma,False,,,False
58533,1,BT,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58531,P22B,PV,False,2012-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58531,P22A,PV,False,2013-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58529,P11B,PV,False,2012-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58529,P11A,PV,False,2012-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58528,WDT44,PV,False,2014-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58527,1,PV,False,2011-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58526,6,IC,False,2014-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58526,5,IC,False,2014-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58526,4,IC,False,2014-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58526,3,IC,False,2014-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58526,2,IC,False,2014-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58526,1,IC,False,2014-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58525,COGEN,IC,False,2014-12-01,T,False,False,False,,False,False,False,False,False,nan,nan,True,,,False
58525,1,PV,False,2010-11-01,X,,False,False,,False,False,False,False,False,nan,nan,False,,,False
58524,1,PV,False,2011-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58523,STL2,ST,False,2013-10-01,B,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58522,1,PV,False,2011-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58521,MAN1,PV,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58520,OTE1,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58519,1,PV,False,2011-11-01,X,False,False,False,False,False,False,False,False,False,pjm-pslumb,pjm-pslumb,False,,,False
58517,PV1,PV,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58516,PV1,PV,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58515,GEN2,PV,False,2013-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58515,GEN1,PV,False,2011-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58514,DHCA,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58513,0937,PV,False,2012-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58512,PV1,PV,False,2012-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58511,NW1,WT,False,2008-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58511,EWT2,WT,False,2013-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58511,EWT1,WT,False,2009-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58510,PV5,PV,False,2014-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58509,PV4,PV,False,2014-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58508,PV3,PV,False,2014-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,S0003,IC,False,1994-01-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58507,S0002,IC,False,1994-01-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58507,S0001,IC,False,1994-01-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58507,ES006,GT,False,2002-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG10,IC,False,2011-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG09,IC,False,2011-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG08,IC,False,1998-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG07,IC,False,1998-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG06,IC,False,1998-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG05,IC,False,1998-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG04,IC,False,1998-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG03,IC,False,1998-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG02,IC,False,1998-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58507,EMG01,IC,False,2007-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58506,0937,PV,False,2012-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58505,LVSC,PV,False,2013-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58504,LVSF,PV,False,2009-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58503,GEN2,CA,True,2016-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58503,GEN1,CT,False,2016-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58502,COL3,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58501,GILL1,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58500,RIO,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58499,RTWO,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58498,RONE,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58497,GEN2,IC,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58497,GEN1,IC,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58496,PV2,PV,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58495,PROG3,PV,False,2012-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58494,PROG2,PV,False,2012-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58493,PRO1,PV,False,2012-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58492,ARARR,PV,False,2012-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58491,SANDY,PV,False,2012-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58490,1,PV,False,2013-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58489,1,PV,False,2012-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58488,1,PV,False,2013-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58487,1,PV,False,2012-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58486,1,PV,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58485,PV1,PV,False,2012-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58484,3,IC,False,2012-03-01,,False,False,False,False,False,False,False,False,False,nan,nan,,,,False
58484,2,IC,False,2012-03-01,,False,False,False,False,False,False,False,False,False,nan,nan,,,,False
58484,1,IC,False,2012-03-01,,False,False,False,False,False,False,False,False,False,nan,nan,,,,False
58483,UNIT1,PV,False,2012-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58482,1,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58481,CSU1,PV,False,2008-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58480,1,PV,False,2012-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58479,NMP2,PV,False,2013-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58478,LEPA2,CA,False,2016-06-01,X,False,False,False,False,False,False,False,False,False,lepa.cc.mgc_01,lepa.cc.mgc_01,False,,,False
58478,LEPA1,CT,False,2016-06-01,X,False,False,False,False,False,False,False,False,,lepa.cc.mgc_01,lepa.cc.mgc_01,False,,,False
58477,1,PV,False,2013-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58476,LFGT2,GT,False,2012-12-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58476,LFGT1,GT,False,2012-12-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58475,BOU,BA,False,2014-03-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58474,GE1,WT,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58473,BHSF,PV,False,2013-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58472,1,ST,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58471,CTG2,GT,False,2015-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58471,CTG1,GT,False,2015-08-01,X,False,False,False,False,False,False,False,False,False,rn_ecec_holt,oncor holt 138kv substation,False,,,False
58470,GEN1,HY,False,2012-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58469,AP4,IC,False,2017-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,2013-11-01,,
58469,AP3,IC,False,2017-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,2013-11-01,,
58469,AP2,IC,False,2017-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,2013-11-01,,
58469,AP1,IC,False,2017-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,2013-11-01,,
58467,CVS1,PV,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58466,MSA1,PV,False,2013-03-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58465,0002,WT,False,2014-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58464,0001,WT,False,2014-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58463,1,PV,False,2012-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58462,BLK8,PV,False,2015-08-01,X,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58462,BLK7,PV,False,2016-01-01,X,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58462,BLK6,PV,False,2015-12-01,X,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58462,BLK5,PV,False,2015-11-01,X,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58462,BLK4,PV,False,2015-09-01,X,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58462,BLK3,PV,False,2016-06-01,X,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58462,BLK2,PV,False,2016-04-01,X,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58462,1,PV,False,2016-03-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58461,1,WT,False,2012-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58460,1,WT,False,2012-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58459,1,WT,False,2012-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58458,1,WT,False,2012-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58457,1,WT,False,2012-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58456,1,WT,False,2012-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58455,0003,HY,False,2015-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58455,0002,HY,False,2015-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58455,0001,HY,False,2015-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58454,2,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58454,1,PV,False,2013-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58453,1,PV,False,2011-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58452,1,PV,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58451,1,PV,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58450,1,PV,False,2013-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58449,3,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58449,2,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58449,1,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58448,1,PV,False,2013-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58447,3,PV,False,2013-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58447,2,PV,False,2013-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58447,1,PV,False,2013-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58446,1,PV,False,2013-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58445,2,PV,False,2013-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58445,1,PV,False,2013-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58444,JHW,WT,False,2012-03-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58443,GEN1,PV,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58441,SW,WT,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58440,9587,FC,False,2013-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58440,9585,FC,False,2013-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58440,9583,FC,False,2013-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58440,9581,FC,False,2013-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58440,9580,FC,False,2013-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58440,9560,FC,False,2013-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58439,CBE01,IC,False,2011-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58438,TURB2,HY,False,1912-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58438,TURB1,HY,False,1912-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58437,ENG2,IC,False,2014-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58437,ENG1,IC,False,2014-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58436,ENG2,IC,False,2014-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58436,ENG1,IC,False,2014-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58435,ENG2,IC,False,2014-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58435,ENG1,IC,False,2014-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58434,2,HY,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2016-09-01,,False
58434,1,HY,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2016-09-01,,False
58433,RED6,FC,False,2013-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58433,RED5,FC,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58433,RED4,FC,False,2013-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58433,RED3,FC,False,2013-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58433,RED2,FC,False,2013-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58433,RED1,FC,False,2012-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58432,COG3,IC,False,2013-09-01,T,False,False,False,False,False,False,False,,False,sce,sce,True,,,False
58432,COG2,IC,False,2012-08-01,T,False,False,False,False,False,False,False,,False,sce,sce,True,,,False
58432,COG1,IC,False,2012-08-01,T,False,False,False,False,False,False,False,,False,sce,sce,True,,,False
58431,SNVA,PV,False,2012-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58430,CSE6,PV,False,2014-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58430,CSE5,PV,False,2014-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58430,CSE4,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58430,CSE3,PV,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58430,CSE2,PV,False,2013-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58430,CSE1,PV,False,2013-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58429,5,GT,False,2014-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58429,4,GT,False,2014-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58429,3,GT,False,2014-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58429,2,GT,False,2014-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58429,1,GT,False,2014-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58428,1-02,GT,False,2004-12-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58427,ST,CA,True,2013-07-01,T,False,False,False,False,False,False,False,,False,nan,nan,True,,,False
58427,CTG2,CT,False,2013-07-01,X,False,False,False,False,False,False,False,,False,nan,nan,False,,,False
58427,CTG1,CT,False,2013-07-01,X,False,False,False,False,False,False,False,,False,nan,nan,False,,,False
58426,GEN2,CS,True,2016-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58426,GEN1,CS,True,2016-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58425,WT1,WT,False,2012-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58424,1,WT,False,2012-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58423,SO022,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58422,E6PV,PV,False,2003-03-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58422,CP1,GT,False,2001-12-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58422,B2PV,PV,False,2005-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58422,67,FC,False,2007-01-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58422,65,FC,False,2007-01-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58422,64,FC,False,2007-01-01,T,False,False,False,False,False,False,False,,False,nan,nan,True,,,False
58422,63,FC,False,2007-01-01,T,False,False,False,False,False,False,False,False,False,nan,nan,True,,,False
58421,420,IC,False,2014-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58421,320,IC,False,2014-04-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58420,GEN2,CS,True,2016-07-01,X,False,False,False,False,False,False,False,False,False,1218914171,1218914171,False,,,False
58420,GEN1,CS,True,2016-06-01,X,False,False,False,False,False,False,False,False,False,1218914170,1218914170,False,,,False
58419,1,PV,False,2015-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58418,1,PV,False,2015-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58417,CP1,PV,False,2014-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58416,1,WT,False,2014-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58414,NLMU,WT,False,2011-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58413,CCGS9,GT,False,,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58413,CCGS8,GT,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2023-05-01,,False
58413,CCGS7,GT,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2023-05-01,,False
58413,CCGS6,GT,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2023-05-01,,False
58413,CCGS5,GT,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2023-05-01,,False
58413,CCGS4,GT,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2022-05-01,,False
58413,CCGS3,GT,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2021-05-01,,False
58413,CCGS2,GT,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2022-05-01,,False
58413,CCGS1,GT,False,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2021-05-01,,False
58412,SO026,PV,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58411,SO023,PV,False,2013-07-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58410,SO032,PV,False,2013-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58409,ST1,CA,True,,,False,False,False,False,False,False,False,False,False,nan,nan,False,2017-06-01,,False
58409,GT1,CT,False,,,False,False,False,False,False,False,False,False,False,maac,pjm,False,2017-06-01,,False
58408,MSH1,PV,False,2013-09-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58407,WTG01,WT,False,2011-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58406,1,WT,False,,,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58405,1,BA,False,2012-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58404,1,WT,False,2014-06-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58403,SO032,PV,False,2013-10-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58402,1,PV,False,2012-02-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58401,1,PV,False,2012-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58400,GT02,GT,False,2000-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58400,GT01,GT,False,2000-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58399,1,IC,False,2011-12-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58398,1,PV,False,2014-05-01,X,,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58397,ENG1,IC,False,2013-05-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58395,AW11,WT,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58394,AW10,WT,False,2014-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58392,GEN1,HY,False,2013-03-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58391,1,PV,False,2013-11-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58390,WMOD,HY,False,2012-08-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
58390,EMOD,HY,False,2012-01-01,X,False,False,False,False,False,False,False,False,False,nan,nan,False,,,False
